root_id,classification_system,cell_type,num_synapses
720575940627331940,cell_class,AN,1655
720575940610501315,cell_class,AN,1194
720575940633206924,cell_class,AN,2872
720575940634672610,cell_class,AN,826
720575940622239553,cell_class,AN,838
720575940640390709,cell_class,AN,1038
720575940621098887,cell_class,AN,1094
720575940630911991,cell_class,AN,1674
720575940627226450,cell_class,AN,2848
720575940622489302,cell_class,AN,1757
720575940637723008,cell_class,AN,1876
720575940620463732,cell_class,AN,5350
720575940622803859,cell_class,AN,2783
720575940627572602,cell_class,AN,949
720575940625632516,cell_class,AN,1542
720575940610903409,cell_class,AN,20506
720575940621369066,cell_class,AN,413
720575940627855620,cell_class,AN,2003
720575940652593398,cell_class,AN,1301
720575940629041790,cell_class,AN,2588
720575940615407583,cell_class,AN,5220
720575940626986877,cell_class,AN,1036
720575940620453040,cell_class,AN,4290
720575940627575596,cell_class,AN,851
720575940632815315,cell_class,AN,8456
720575940627902268,cell_class,AN,562
720575940615322553,cell_class,AN,1565
720575940626664235,cell_class,AN,5672
720575940628265467,cell_class,AN,754
720575940628267259,cell_class,AN,831
720575940640173184,cell_class,AN,1564
720575940607375794,cell_class,AN,2177
720575940620225612,cell_class,AN,633
720575940628946731,cell_class,AN,2364
720575940627067368,cell_class,AN,1087
720575940645125508,cell_class,AN,3687
720575940612435353,cell_class,AN,6901
720575940628833989,cell_class,AN,854
720575940620706486,cell_class,AN,5843
720575940620291286,cell_class,AN,462
720575940618066369,cell_class,AN,4136
720575940617555897,cell_class,AN,1283
720575940617556153,cell_class,AN,8437
720575940648652921,cell_class,AN,2967
720575940615247316,cell_class,AN,526
720575940610056516,cell_class,AN,5940
720575940629280835,cell_class,AN,979
720575940644464919,cell_class,AN,3113
720575940628952875,cell_class,AN,3079
720575940626394114,cell_class,AN,4933
720575940625854616,cell_class,AN,7167
720575940609244110,cell_class,AN,4295
720575940617251841,cell_class,AN,1901
720575940639746979,cell_class,AN,1200
720575940616943572,cell_class,AN,6994
720575940638631843,cell_class,AN,965
720575940622155290,cell_class,AN,529
720575940630058752,cell_class,AN,10646
720575940632632474,cell_class,AN,928
720575940625175310,cell_class,AN,3703
720575940614658727,cell_class,AN,1848
720575940624433027,cell_class,AN,2526
720575940617674053,cell_class,AN,3259
720575940633303988,cell_class,AN,1196
720575940632011091,cell_class,AN,3341
720575940615572597,cell_class,AN,2980
720575940639232309,cell_class,AN,1417
720575940635630308,cell_class,AN,2469
720575940625002633,cell_class,AN,5172
720575940632716698,cell_class,AN,475
720575940637383027,cell_class,AN,1241
720575940623901415,cell_class,AN,8887
720575940637671552,cell_class,AN,2059
720575940637689728,cell_class,AN,1262
720575940629876473,cell_class,AN,1520
720575940625809539,cell_class,AN,7623
720575940639571931,cell_class,AN,618
720575940630705170,cell_class,AN,2379
720575940635634533,cell_class,AN,9675
720575940609713710,cell_class,AN,18487
720575940636538340,cell_class,AN,11049
720575940659264385,cell_class,AN,5894
720575940647654521,cell_class,AN,604
720575940624005834,cell_class,AN,6778
720575940618599150,cell_class,AN,1131
720575940650082038,cell_class,AN,2031
720575940657585025,cell_class,AN,2596
720575940613834438,cell_class,AN,1159
720575940619519092,cell_class,AN,8004
720575940621650712,cell_class,AN,12380
720575940626163697,cell_class,AN,1103
720575940623351295,cell_class,AN,3334
720575940625454162,cell_class,AN,6022
720575940617539355,cell_class,AN,8713
720575940621241072,cell_class,AN,7893
720575940626533634,cell_class,AN,9773
720575940628250076,cell_class,AN,402
720575940615297681,cell_class,AN,4449
720575940637464691,cell_class,AN,6850
720575940631096527,cell_class,AN,935
720575940636706118,cell_class,AN,1294
720575940624910887,cell_class,AN,10738
720575940627903804,cell_class,AN,1280
720575940628391686,cell_class,AN,4967
720575940619346102,cell_class,AN,800
720575940618423899,cell_class,AN,1825
720575940627701548,cell_class,AN,563
720575940606274827,cell_class,AN,623
720575940608588408,cell_class,AN,1087
720575940609787285,cell_class,AN,492
720575940630216735,cell_class,AN,681
720575940631989817,cell_class,AN,3679
720575940610487410,cell_class,AN,3428
720575940627362715,cell_class,AN,479
720575940612267518,cell_class,AN,5133
720575940621163802,cell_class,AN,5816
720575940624321538,cell_class,AN,408
720575940630217503,cell_class,AN,1611
720575940615598849,cell_class,AN,2850
720575940615873309,cell_class,AN,404
720575940622197313,cell_class,AN,5321
720575940624968841,cell_class,AN,1000
720575940625370194,cell_class,AN,2637
720575940626953049,cell_class,AN,3809
720575940617440539,cell_class,AN,2578
720575940625907143,cell_class,AN,1197
720575940624500313,cell_class,AN,1194
720575940617415803,cell_class,AN,8236
720575940632670156,cell_class,AN,3949
720575940644096712,cell_class,AN,6548
720575940631316281,cell_class,AN,951
720575940622730239,cell_class,AN,1896
720575940620332253,cell_class,AN,586
720575940606699989,cell_class,AN,527
720575940609019093,cell_class,AN,556
720575940618339823,cell_class,AN,434
720575940620983902,cell_class,AN,6791
720575940632033361,cell_class,AN,5058
720575940627331560,cell_class,AN,8588
720575940635886682,cell_class,AN,752
720575940624449881,cell_class,AN,1017
720575940619644336,cell_class,AN,9938
720575940619095472,cell_class,AN,519
720575940626931708,cell_class,AN,612
720575940621521678,cell_class,AN,484
720575940618095892,cell_class,AN,3989
720575940654123169,cell_class,AN,7346
720575940619295728,cell_class,AN,1001
720575940639740368,cell_class,AN,2502
720575940624107548,cell_class,AN,415
720575940627788032,cell_class,AN,717
720575940617618137,cell_class,AN,999
720575940635632888,cell_class,AN,7694
720575940621391850,cell_class,AN,948
720575940624999994,cell_class,AN,667
720575940625080197,cell_class,AN,699
720575940632607423,cell_class,AN,556
720575940614398570,cell_class,AN,1167
720575940627578306,cell_class,AN,446
720575940625805288,cell_class,AN,643
720575940626170865,cell_class,AN,765
720575940622519591,cell_class,AN,560
720575940628675945,cell_class,AN,740
720575940634081655,cell_class,AN,512
720575940627925564,cell_class,AN,500
720575940633356280,cell_class,AN,525
720575940628226012,cell_class,AN,584
720575940628558679,cell_class,AN,1288
720575940615385823,cell_class,AN,472
720575940629999919,cell_class,AN,553
720575940617686357,cell_class,AN,515
720575940613171454,cell_class,AN,1457
720575940630169764,cell_class,AN,468
720575940630012663,cell_class,AN,6508
720575940631356235,cell_class,AN,3925
